# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
0.917         	GAMG	8.484310e-01	2.098710e-03	1	true
0.918         	GAMG	8.484330e-01	2.098250e-03	1	true
0.919         	GAMG	8.484330e-01	2.097810e-03	1	true
0.92          	GAMG	8.484350e-01	2.097360e-03	1	true
0.921         	GAMG	8.484350e-01	2.096930e-03	1	true
0.922         	GAMG	8.484350e-01	2.096470e-03	1	true
0.923         	GAMG	8.484350e-01	2.096040e-03	1	true
0.924         	GAMG	8.484350e-01	2.095590e-03	1	true
0.925         	GAMG	8.484340e-01	2.095160e-03	1	true
0.926         	GAMG	8.484340e-01	2.094720e-03	1	true
0.927         	GAMG	8.484330e-01	2.094280e-03	1	true
0.928         	GAMG	8.484320e-01	2.093840e-03	1	true
0.929         	GAMG	8.484320e-01	2.093400e-03	1	true
0.93          	GAMG	8.484300e-01	2.092970e-03	1	true
0.931         	GAMG	8.484290e-01	2.092530e-03	1	true
0.932         	GAMG	8.484280e-01	2.092100e-03	1	true
0.933         	GAMG	8.484250e-01	2.091670e-03	1	true
0.934         	GAMG	8.484230e-01	2.091240e-03	1	true
0.935         	GAMG	8.484210e-01	2.090810e-03	1	true
0.936         	GAMG	8.484190e-01	2.090370e-03	1	true
0.937         	GAMG	8.484160e-01	2.089950e-03	1	true
0.938         	GAMG	8.484130e-01	2.089530e-03	1	true
0.939         	GAMG	8.484110e-01	2.089100e-03	1	true
0.94          	GAMG	8.484090e-01	2.088670e-03	1	true
0.941         	GAMG	8.484060e-01	2.088250e-03	1	true
0.942         	GAMG	8.484040e-01	2.087830e-03	1	true
0.943         	GAMG	8.484010e-01	2.087410e-03	1	true
0.944         	GAMG	8.483960e-01	2.086990e-03	1	true
0.945         	GAMG	8.483920e-01	2.086560e-03	1	true
0.946         	GAMG	8.483880e-01	2.086140e-03	1	true
0.947         	GAMG	8.483830e-01	2.085710e-03	1	true
0.948         	GAMG	8.483790e-01	2.085310e-03	1	true
0.949         	GAMG	8.483740e-01	2.084880e-03	1	true
0.95          	GAMG	8.483700e-01	2.084470e-03	1	true
0.951         	GAMG	8.483650e-01	2.084050e-03	1	true
0.952         	GAMG	8.483600e-01	2.083640e-03	1	true
0.953         	GAMG	8.483540e-01	2.083230e-03	1	true
0.954         	GAMG	8.483490e-01	2.082800e-03	1	true
0.955         	GAMG	8.483430e-01	2.082390e-03	1	true
0.956         	GAMG	8.483370e-01	2.081980e-03	1	true
0.957         	GAMG	8.483310e-01	2.081560e-03	1	true
0.958         	GAMG	8.483240e-01	2.081140e-03	1	true
0.959         	GAMG	8.483180e-01	2.080720e-03	1	true
0.96          	GAMG	8.483130e-01	2.080400e-03	1	true
0.961         	GAMG	8.483080e-01	2.080000e-03	1	true
0.962         	GAMG	8.482950e-01	2.079540e-03	1	true
0.963         	GAMG	8.482850e-01	2.079120e-03	1	true
0.964         	GAMG	8.482750e-01	2.078700e-03	1	true
0.965         	GAMG	8.482640e-01	2.078290e-03	1	true
0.966         	GAMG	8.482530e-01	2.077880e-03	1	true
0.967         	GAMG	8.482410e-01	2.077470e-03	1	true
0.968         	GAMG	8.482300e-01	2.077060e-03	1	true
0.969         	GAMG	8.482180e-01	2.076640e-03	1	true
0.97          	GAMG	8.482060e-01	2.076240e-03	1	true
0.971         	GAMG	8.481940e-01	2.075820e-03	1	true
0.972         	GAMG	8.481820e-01	2.075420e-03	1	true
0.973         	GAMG	8.481690e-01	2.075010e-03	1	true
0.974         	GAMG	8.481560e-01	2.074600e-03	1	true
0.975         	GAMG	8.481430e-01	2.074200e-03	1	true
0.976         	GAMG	8.481300e-01	2.073790e-03	1	true
0.977         	GAMG	8.481160e-01	2.073380e-03	1	true
0.978         	GAMG	8.481010e-01	2.072970e-03	1	true
0.979         	GAMG	8.480860e-01	2.072560e-03	1	true
0.98          	GAMG	8.480710e-01	2.072160e-03	1	true
0.981         	GAMG	8.480550e-01	2.071740e-03	1	true
0.982         	GAMG	8.480390e-01	2.071350e-03	1	true
0.983         	GAMG	8.480230e-01	2.070920e-03	1	true
0.984         	GAMG	8.480070e-01	2.070520e-03	1	true
0.985         	GAMG	8.479910e-01	2.070080e-03	1	true
0.986         	GAMG	8.479740e-01	2.069700e-03	1	true
0.987         	GAMG	8.479560e-01	2.069630e-03	1	true
0.988         	GAMG	8.479380e-01	2.069100e-03	1	true
0.989         	GAMG	8.479260e-01	2.068570e-03	1	true
0.99          	GAMG	8.479040e-01	2.068100e-03	1	true
0.991         	GAMG	8.478880e-01	2.067730e-03	1	true
0.992         	GAMG	8.478860e-01	2.067150e-03	1	true
0.993         	GAMG	8.478580e-01	2.066920e-03	1	true
0.994         	GAMG	8.478410e-01	2.066580e-03	1	true
0.995         	GAMG	8.478220e-01	2.066190e-03	1	true
0.996         	GAMG	8.478050e-01	2.065790e-03	1	true
0.997         	GAMG	8.477850e-01	2.065390e-03	1	true
0.998         	GAMG	8.477670e-01	2.064990e-03	1	true
0.999         	GAMG	8.477480e-01	2.064600e-03	1	true
1             	GAMG	8.477280e-01	2.064190e-03	1	true
